severity,event_type,display_message,uuid,version,timestamp,outcome.result,outcome.reason,actor.id,actor.type,actor.display_name,actor.alternate_id,authentication_context.authentication_step,authentication_context.authentication_provider,authentication_context.credential_provider,authentication_context.credential_type,authentication_context.issuer,authentication_context.external_session_id,client.zone,client.ip_address,client.device,client.user_agent.raw_user_agent,client.user_agent.os,client.user_agent.browser,client.geographical_context.country,client.geographical_context.city,client.geographical_context.postal_code,client.geographical_context.geolocation.lon,client.geographical_context.geolocation.lat,transaction.id,transaction.type,debug_context.debug_data.request_uri,legacy_event_type,target0.id,target0.type,target0.alternate_id,target0.display_name,target1.id,target1.type,target1.alternate_id,target1.display_name,target2.id,target2.type,target2.alternate_id,target2.display_name,target3.id,target3.type,target3.alternate_id,target3.display_name,request.ip_chain.geographical_context.postal_code,request.ip_chain.geographical_context.geolocation.lon,request.ip_chain.geographical_context.geolocation.lat,request.ip_chain.geographical_context.geolocation.state,request.ip_chain.ip,request.ip_chain.source,request.ip_chain.version,authentication_context.root_session_id,transaction.detail.root_api_token_id,transaction.detail.request_api_token_id
INFO,system.push.send_factor_verify_push,A push was sent to a user for verification,c07a4854-6fe1-11f1-871f-dd60f61a00d2,0,2026-06-24T15:31:21.276Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,9e37bf6961ada07593a48b3f2cc98a54,WEB,/idp/idx/identify,,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,policy.evaluate_sign_on,Evaluation of sign-on policy,c0675c8f-6fe1-11f1-871f-dd60f61a00d2,0,2026-06-24T15:31:21.152Z,CHALLENGE,Sign-on policy evaluation resulted in CHALLENGE,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,9e37bf6961ada07593a48b3f2cc98a54,WEB,/idp/idx/identify,,0oa11hs116nF3g9v9698,AppInstance,Okta Dashboard,Okta Dashboard,0pr11hs117pUbhhcI698,Rule,Global session policy,Default Rule,rul11hs11ap8Ub7UP698,Rule,Authentication policy,Catch-all Rule,0pr11hs11ftzvmUaD698,Rule,Authenticator Enrollment Policy,Default Rule,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,user.authentication.auth_via_mfa,Authentication of user via MFA,3b9a8391-6fe2-11f1-a5bb-0b85fb6901f1,0,2026-06-24T15:34:47.847Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,FACTOR_PROVIDER,OKTA_CREDENTIAL_PROVIDER,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.193,Mobile,"B7F62B65BN.com.okta.mobile/9.64.1 OktaDeviceSDK/0.0.1 iOS/26.5.1 Apple/iPhone18,2 DF7FEC94-2CFE-4454-B3D8-9489CEE1257A",iOS,UNKNOWN,United States,San Francisco,94117,-122.4407,37.7703,aacaebebf17e7e44552b76e204ef081f,WEB,/idp/authenticators/aut11hs11b01WdIqK698/transactions/ftSN-QYOy2ZQykqyQJ1uPDe5gQC9E3Qsdz/verify,core.user.factor.attempt_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,pfd11hryhqoW2xWvm698,AuthenticatorEnrollment,unknown,Okta Verify,,,,,,,,,94117,-122.4407,37.7703,California,198.51.100.193,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,app.oauth2.token.grant.access_token,OIDC access token is granted,3c582e25-6fe2-11f1-ac95-c9649da9c10e,0,2026-06-24T15:34:49.090Z,SUCCESS,,okta.b58d5b75-07d4-5f25-bf59-368a1261a405,PublicClientApp,Okta Admin Console,0oa11hs115tSMnCSS698,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.114,Unknown,Okta-Integrations,Unknown,UNKNOWN,United States,Boardman,97818,-119.705,45.8401,d78bd67a12e0b2b106dad4c0bc9ab628,WEB,/oauth2/v1/token,app.oauth2.token.grant.access_token_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,AT.M2qtqr48a0MDX-gt9OjhKnP1sZI44_JsgOUddaH2Uic,access_token,,Access Token,,,,,,,,,97818,-119.705,45.8401,Oregon,198.51.100.114,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,app.oauth2.token.grant.id_token,OIDC id token is granted,3c571cb1-6fe2-11f1-ac95-c9649da9c10e,0,2026-06-24T15:34:49.083Z,SUCCESS,,okta.b58d5b75-07d4-5f25-bf59-368a1261a405,PublicClientApp,Okta Admin Console,0oa11hs115tSMnCSS698,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.114,Unknown,Okta-Integrations,Unknown,UNKNOWN,United States,Boardman,97818,-119.705,45.8401,d78bd67a12e0b2b106dad4c0bc9ab628,WEB,/oauth2/v1/token,app.oauth2.token.grant.id_token_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,ID.zSTW-nLxKRKTKZrkKCcnL0TzsuByTl_eC65ZEgFSa-I,id_token,,ID Token,,,,,,,,,97818,-119.705,45.8401,Oregon,198.51.100.114,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,system.api_token.create,Create API token,3c813a05-6fe2-11f1-90d4-1d95caf2bed0,0,2026-06-24T15:34:49.359Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,d3d2690e54aef3b43e43cd0d8d50134f,WEB,/api/internal/tokens,api.token.create,00T46gdjbeOOXv2jW697,Token,unknown,read-or-auth API token,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,app.oauth2.authorize.code,OIDC authorization code request,3c01f7e1-6fe2-11f1-9b76-771899757182,0,2026-06-24T15:34:48.525Z,SUCCESS,,okta.b58d5b75-07d4-5f25-bf59-368a1261a405,PublicClientApp,Okta Admin Console,0oa11hs115tSMnCSS698,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,55d3765a9b1a4e7a97f05ca046940701,WEB,/login/token/redirect,app.oauth2.authorize.code_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,mwDgXHkZ2aS5LfaIuwYR2g,code,,Authorization Code,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,app.oauth2.as.key.rollover,Custom Authorization Server token signing key rolled over,15f07c9a-6fe2-11f1-a696-e7cb3b5d85cb,0,2026-06-24T15:33:44.657Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,030a67031c6e0f87895802795123fe1b,WEB,/api/v1/authorizationServers,app.oauth2.as.key.rollover.legacy,aus14hy22uhzyYq2E698,AuthorizationServer,,read-or-auth API token,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,policy.evaluate_sign_on,Evaluation of Okta Account Management Policy,d2219254-6fe7-11f1-a3d1-69838627c641,0,2026-06-24T16:14:47.874Z,CHALLENGE,Okta Account Management Policy evaluation resulted in CHALLENGE,00u14hyr3jz39jANa698,User,Maya Kandel,maya.kandel@meridianbio.test,0,,,,,idx-X4QS_fFTx2eeO_x9yJXyg,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,7c2ec23f741930220e3e6e3d8de62464,WEB,/idp/idx/identify,,aut11hs11j92Xdhqo698,AuthenticatorMethod,,Security Key or Biometric,rul11hs11c5np1co3698,Rule,Authentication policy,Catch-all Rule,0pr11hs11ftzvmUaD698,Rule,Authenticator Enrollment Policy,Default Rule,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idx-X4QS_fFTx2eeO_x9yJXyg,,
INFO,user.authentication.auth_via_mfa,Authentication of user via MFA,d3633a82-6fe7-11f1-acd2-9d90dc41dbad,0,2026-06-24T16:14:49.982Z,SUCCESS,,00u14hyr3jz39jANa698,User,Maya Kandel,maya.kandel@meridianbio.test,0,FACTOR_PROVIDER,OKTA_CREDENTIAL_PROVIDER,,,idx-X4QS_fFTx2eeO_x9yJXyg,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,b3f2643330f36af014314c91eb921ede,WEB,/idp/idx/challenge/answer,core.user.factor.attempt_success,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,lae46gg49vBExHjA5697,AuthenticatorEnrollment,unknown,Password,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idx-X4QS_fFTx2eeO_x9yJXyg,,
INFO,app.oauth2.token.grant.id_token,OIDC id token is granted,98bc1f0d-6fe7-11f1-a127-b101c9cc1e67,0,2026-06-24T16:13:11.579Z,SUCCESS,,okta.b58d5b75-07d4-5f25-bf59-368a1261a405,PublicClientApp,Okta Admin Console,0oa11hs115tSMnCSS698,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.96,Unknown,Okta-Integrations,Unknown,UNKNOWN,United States,Boardman,97818,-119.705,45.8401,055adcda389b87b91b54ae8d4f78234b,WEB,/oauth2/v1/token,app.oauth2.token.grant.id_token_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,ID.XYqnD7ln6EWrc3JBfK3xNW3uUQTe80XSjL2tKDimk9o,id_token,,ID Token,,,,,,,,,97818,-119.705,45.8401,Oregon,198.51.100.96,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,user.authentication.sso,User single sign on to app,98bc1f0e-6fe7-11f1-a127-b101c9cc1e67,0,2026-06-24T16:13:11.579Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.96,Unknown,Okta-Integrations,Unknown,UNKNOWN,United States,Boardman,97818,-119.705,45.8401,055adcda389b87b91b54ae8d4f78234b,WEB,/oauth2/v1/token,app.auth.sso,0oa11hs115tSMnCSS698,AppInstance,Okta Admin Console,Okta Admin Console,0ua11hs119tKrkWrn698,AppUser,unknown,Aaditya Kandel,,,,,,,,,97818,-119.705,45.8401,Oregon,198.51.100.96,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,system.push.send_factor_verify_push,A push was sent to a user for verification,38cdf601-6fe2-11f1-9fec-4b8df7cacff0,0,2026-06-24T15:34:43.151Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,9232ce32f747180d2a3bd649668de66d,WEB,/oauth2/v1/authorize,,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,system.push.send_factor_verify_push,A push was sent to a user for verification,cafed924-6fe1-11f1-94ca-afbd738e3870,0,2026-06-24T15:31:38.922Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,8bc204112705178fe55f650bf2e4d090,WEB,/idp/idx/challenge,,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,user.authentication.verify,Verify user identity,d0462af3-6fe1-11f1-a98c-f34d108c569b,0,2026-06-24T15:31:47.778Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,472f340d5f43b27f71aa2272e51ed606,WEB,/idp/idx/authenticators/poll,,aut11hs11avtGiQ61698,AuthenticatorMethod,,Password,aut11hs11b01WdIqK698,AuthenticatorMethod,,Okta Verify,0oa11hs115tSMnCSS698,AppInstance,,Okta Admin Console,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,user.authentication.verify,Verify user identity,c32543fe-6fe1-11f1-ac95-c9649da9c10e,0,2026-06-24T15:31:25.752Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,54dcb57dae81db342368e5e97414262c,WEB,/idp/idx/authenticators/poll,,aut11hs11b01WdIqK698,AuthenticatorMethod,,Okta Verify,0oa11hs116nF3g9v9698,AppInstance,,Okta Dashboard,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,user.authentication.sso,User single sign on to app,c41e22bd-6fe1-11f1-a871-6f736154cdb1,0,2026-06-24T15:31:27.383Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,879bb411700b1ebc59d21eb4fc5ad222,WEB,/oauth2/v1/token,app.auth.sso,0oa11hs116nF3g9v9698,AppInstance,Okta Dashboard,Okta Dashboard,0ua11iezexussjpWB698,AppUser,alice.benign@example.test,Aaditya Kandel,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
INFO,app.oauth2.authorize.code,OIDC authorization code request,c3688e2f-6fe1-11f1-a180-d19dee29b5bb,0,2026-06-24T15:31:26.193Z,SUCCESS,,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,PublicClientApp,Okta Dashboard,0oa11hs116nF3g9v9698,0,,,,,idxfGtbFXUSSjuTMuv25j58nQ,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,eaeba12a497b0a078f4b336bd8d34a03,WEB,/login/token/redirect,app.oauth2.authorize.code_success,00u11hs119oJ8ecz3698,User,alice.benign@example.test,Aaditya Kandel,uMo7KRWbUu7i-dS4jTeiXQ,code,,Authorization Code,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxfGtbFXUSSjuTMuv25j58nQ,,
